,,Week 5 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Qua'Vez Humphreys,Sam Houston,TxSt,TxSt,-,-,194,5.86,197,8.69,38.31,2.82,13.6,0.32,0.97,0.24,4.0,0.00
JP Richardson,TCU,Kansas,TCU,-,-,195,5.84,169,9.50,43.32,3.66,11.8,0.23,1.01,0.23,4.4,0.00
Andrel Anthony,Oklahoma,Auburn,Okla,-,-,196,5.82,214,8.36,44.38,2.54,17.5,0.23,0.00,0.00,0.0,0.00
Chedon James,Fresno State,UNLV,Fres,-,-,197,5.81,163,9.65,43.68,3.84,11.4,0.24,0.00,0.00,0.0,0.00
Key'Shawn Smith,SMU,FlaSt,FlaSt,-,-,198,5.79,199,8.64,37.24,2.84,13.1,0.34,0.00,0.00,0.0,0.00
Kenari Wilcher,Illinois,PSU,Ill,-,-,199,5.77,150,9.94,47.75,4.17,11.5,0.17,0.00,0.00,0.0,0.00
Isiah Paige,Old Dominion,BGSU,ODU,-,-,200,5.70,168,9.52,40.36,3.82,10.6,0.27,0.27,0.09,3.0,0.00
Omar Cooper,Indiana,MD,MD,-,-,201,5.69,211,8.48,41.44,2.80,14.8,0.25,0.17,0.08,2.1,0.00
Javon Tracy,Miami (OH),UMass,UMass,-,-,202,5.66,227,8.03,40.27,2.36,17.1,0.27,0.00,0.00,0.0,0.00
Hal Presley,Baylor,BYU,BYU,-,-,203,5.64,185,8.95,45.74,3.30,13.9,0.17,0.26,0.17,1.5,0.00
Adrian Norton,Akron,Ohio,Akron,-,-,204,5.61,173,9.43,39.73,3.82,10.4,0.27,0.00,0.00,0.0,0.00
Naseim Brantley,Rutgers,Wash,Wash,-,-,205,5.59,220,8.18,34.46,2.59,13.3,0.36,0.00,0.00,0.0,0.00
Jesse Prewitt III,Central Michigan,SDSU,SDSU,-,-,206,5.56,222,8.15,36.29,2.58,14.1,0.32,0.00,0.00,0.0,0.00
Cadarrius Thompson,Georgia State,GaSo,GaSo,-,-,207,5.54,207,8.52,36.05,2.98,12.1,0.32,0.00,0.00,0.0,0.00
LV Bunkley-Shelton,Georgia Southern,GaSt,GaSo,-,-,208,5.53,182,9.06,41.85,3.53,11.9,0.22,0.00,0.00,0.0,0.00
Kevin Coleman,Mississippi State,Tex,MissSt,-,-,209,5.53,189,8.84,39.44,3.31,11.9,0.24,1.37,0.32,4.3,0.00
Kendrick Law,Alabama,UGa,UGa,-,-,210,5.48,208,8.52,39.84,3.03,13.1,0.25,0.25,0.08,3.1,0.00
Marlion Jackson,Louisiana Tech,FIU,LaTech,-,-,211,5.46,215,8.36,37.54,2.89,13.0,0.26,1.32,0.35,3.8,0.00
Taji Johnson,Buffalo,UConn,Buff,-,-,212,5.45,213,8.38,33.79,2.93,11.5,0.34,0.00,0.00,0.0,0.00
Latrell Caples,Boise State,WashSt,WashSt,-,-,213,5.44,195,8.71,38.00,3.27,11.6,0.27,0.00,0.00,0.0,0.00
Chase Hendricks,Ohio,Akron,Akron,-,-,214,5.41,224,8.12,38.31,2.71,14.1,0.25,0.51,0.17,3.0,0.00
Moose Muhammad III,Texas A&M,Ark,Ark,-,-,215,5.41,194,8.72,37.50,3.31,11.3,0.24,2.10,0.48,4.4,0.00
Reymello Murphy,Arizona,Utah,Ari,-,-,216,5.41,231,7.94,30.69,2.53,12.1,0.33,3.84,0.82,4.7,0.00
Qian Magwood,Ball State,JMU,BallSt,-,-,217,5.40,180,9.13,37.64,3.73,10.1,0.27,0.00,0.00,0.0,0.00
Matthew Golden,Texas,MissSt,MissSt,-,-,218,5.39,230,7.98,35.06,2.59,13.5,0.31,0.00,0.08,0.0,0.00
Gary Bryant Jr.,Oregon,UCLA,Oregon,-,-,219,5.38,245,7.70,34.84,2.32,15.0,0.29,1.55,0.29,5.3,0.00
Ryan Davis,New Mexico,NMSt,NM,-,-,220,5.37,187,8.90,43.15,3.53,12.2,0.18,0.00,0.00,0.0,0.00
Jordan Faison,Notre Dame,Lou,Lou,-,-,221,5.37,257,7.47,34.10,2.10,16.2,0.30,1.60,0.20,8.0,0.00
Montana Lemonious-Craig,Arizona,Utah,Ari,-,-,222,5.37,216,8.32,32.32,2.95,11.0,0.36,0.00,0.00,0.0,0.00
Dante Cephas,Kansas State,OkSt,OkSt,-,-,223,5.36,225,8.11,37.17,2.75,13.5,0.25,1.42,0.33,4.3,0.00
Quentin Skinner,Kansas,TCU,TCU,-,-,224,5.34,241,7.72,42.38,2.38,17.8,0.17,0.77,0.17,4.5,0.00
Ashtyn Hawkins,Baylor,BYU,BYU,-,-,225,5.33,221,8.16,38.25,2.83,13.5,0.25,0.00,0.08,0.0,0.00
Tyson Mobley,Liberty,App,Lib,-,-,226,5.33,277,6.96,31.45,1.64,19.2,0.36,0.00,0.00,0.0,0.00
Trech Kekahuna,Wisconsin,USC,Wisc,-,-,227,5.28,201,8.58,36.70,3.30,11.1,0.27,0.00,0.00,0.0,0.00
Milan Tucker,Florida Atlantic,Wagner,Wagner,-,-,228,5.23,203,8.56,35.65,3.33,10.7,0.28,0.00,0.00,0.0,0.00
Caleb Douglas,Texas Tech,Cin,Cin,-,-,229,5.21,198,8.66,36.55,3.45,10.6,0.26,0.00,0.00,0.0,0.00
Harvey Broussard,Louisiana-Lafayette,Wake,UL-Laf,-,-,230,5.19,237,7.83,35.55,2.64,13.5,0.27,0.00,0.00,0.0,0.00
Gavin Blackwell,North Carolina,Duke,UNC,-,-,231,5.18,246,7.64,37.54,2.46,15.3,0.24,0.00,0.00,0.0,0.00
Mekhi Shaw,San Diego State,CentMi,SDSU,-,-,232,5.17,219,8.18,37.38,3.02,12.4,0.24,0.00,0.00,0.0,0.00
Luke Floriea,Kent,EastMi,EastMi,-,-,233,5.15,218,8.27,32.26,3.12,10.3,0.31,0.55,0.08,6.9,0.00
Jeremiah Ballard,Tulsa,NorTx,Tulsa,-,-,234,5.14,228,8.01,46.03,2.87,16.0,0.09,0.00,0.00,0.0,0.00
Horatio Fields,Wake Forest,UL-Laf,UL-Laf,-,-,235,5.12,232,7.90,34.54,2.78,12.4,0.28,0.00,0.00,0.0,0.00
Antonio Jones,Temple,Army,Army,-,-,236,5.10,247,7.64,41.51,2.54,16.3,0.16,0.00,0.00,0.0,0.00
KeAndre Lambert-Smith,Auburn,Okla,Okla,-,-,237,5.08,240,7.81,34.45,2.73,12.6,0.27,0.00,0.00,0.0,0.00
Giles Jackson,Washington,Rut,Wash,-,-,238,5.07,205,8.54,34.52,3.47,9.9,0.24,1.69,0.40,4.2,0.00
Will Pelissier,Wyoming,AF,AF,-,-,239,5.04,244,7.71,35.08,2.67,13.1,0.25,0.33,0.17,1.9,0.00
Devonte Ross,Troy,UL-Mon,UL-Mon,-,-,240,5.02,243,7.72,36.23,2.69,13.5,0.23,0.15,0.08,1.9,0.00
O'Mega Blake,UNC Charlotte,Rice,Char,-,-,241,5.00,265,7.29,32.86,2.29,14.3,0.29,0.00,0.00,0.0,0.00
Lance LeGendre,Louisiana-Lafayette,Wake,UL-Laf,-,-,242,4.98,255,7.50,34.17,2.52,13.6,0.26,0.00,0.00,0.0,0.00
Aaron Anderson,LSU,USA,USA,-,-,243,4.95,249,7.61,33.47,2.67,12.5,0.27,0.00,0.00,0.0,0.00
Duce Robinson,USC,Wisc,Wisc,-,-,244,4.95,285,6.66,34.95,1.70,20.6,0.24,0.00,0.00,0.0,0.00
Jyaire Shorter,Memphis,MiddTn,MiddTn,-,-,245,4.95,256,7.48,29.88,2.53,11.8,0.33,0.00,0.00,0.0,0.00
Marc Britt,Louisiana-Monroe,Troy,UL-Mon,-,-,246,4.94,252,7.53,32.50,2.59,12.5,0.28,0.19,0.09,2.1,0.00
Julian Gray,Liberty,App,Lib,-,-,247,4.94,282,6.77,29.17,1.83,15.9,0.33,0.25,0.08,3.1,0.00
Michael Mathison,Western Kentucky,BC,WestKy,-,-,248,4.94,229,8.01,34.92,3.06,11.4,0.24,0.00,0.00,0.0,0.00
Tyrone Broden,Arkansas,TexA&M,Ark,-,-,249,4.93,251,7.55,35.08,2.62,13.4,0.23,0.38,0.08,4.8,0.00
Moochie Dixon,SMU,FlaSt,FlaSt,-,-,250,4.93,270,7.09,29.84,2.16,13.8,0.32,0.24,0.08,3.0,0.00
Elijah Canion,Liberty,App,Lib,-,-,251,4.91,286,6.64,27.27,1.73,15.8,0.36,0.00,0.00,0.0,0.00
Koby Drake,Memphis,MiddTn,MiddTn,-,-,252,4.91,223,8.14,34.60,3.23,10.7,0.24,0.00,0.00,0.0,0.00
Ja'Cyais Credle,Georgia State,GaSo,GaSo,-,-,253,4.90,239,7.82,35.15,2.92,12.0,0.23,0.00,0.00,0.0,0.00
Eric Rivers,Florida International,LaTech,LaTech,-,-,254,4.89,236,7.84,34.10,2.95,11.6,0.25,0.00,0.00,0.0,0.00
Porter Rooks,Eastern Michigan,KentSt,EastMi,-,-,255,4.89,235,7.84,38.21,2.95,13.0,0.18,0.00,0.00,0.0,0.00
Christian Dremel,Rutgers,Wash,Wash,-,-,256,4.88,234,7.85,33.13,2.97,11.2,0.23,1.64,0.31,5.3,0.00
Peyton Higgins,Troy,UL-Mon,UL-Mon,-,-,257,4.86,259,7.44,38.33,2.58,14.9,0.17,0.25,0.08,3.1,0.00
Dacari Collins,North Carolina State,NIU,NIU,-,-,258,4.84,273,7.07,32.44,2.22,14.6,0.27,0.00,0.00,0.0,0.00
Kody Epps,BYU,Baylor,BYU,-,-,259,4.84,254,7.50,33.75,2.66,12.7,0.23,0.63,0.23,2.7,0.00
Carlos Hernandez,Washington State,Boise,WashSt,-,-,260,4.81,233,7.86,39.44,3.06,12.9,0.14,0.28,0.14,2.0,0.00
Iverson Hooks,UAB,Navy,Navy,-,-,261,4.80,258,7.44,28.80,2.64,10.9,0.32,0.00,0.00,0.0,0.00
Prince Strachan,Boise State,WashSt,WashSt,-,-,262,4.76,293,6.38,33.77,1.62,20.8,0.23,0.00,0.00,0.0,0.00
Davon Wells,Louisiana-Monroe,Troy,UL-Mon,-,-,263,4.75,248,7.62,32.79,2.87,11.4,0.25,0.00,0.00,0.0,0.00
Makai Jackson,Appalachian State,Lib,Lib,-,-,264,4.74,266,7.22,36.00,2.48,14.5,0.19,0.00,0.00,0.0,0.00
Damien Alford,Utah,Ari,Ari,-,-,265,4.73,271,7.08,33.18,2.35,14.1,0.24,0.00,0.00,0.0,0.00
Chuck Montgomery,Marshall,WestMI,WestMI,-,-,266,4.70,260,7.40,32.21,2.70,11.9,0.25,0.00,0.00,0.0,0.00
Rawson MacNeill,Rice,Char,Char,-,-,267,4.63,250,7.58,35.63,2.95,12.1,0.18,0.00,0.00,0.0,0.00
Baylin Brooks,San Diego State,CentMi,SDSU,-,-,268,4.61,268,7.16,35.61,2.54,14.0,0.18,0.00,0.00,0.0,0.00
Myles Butler,Middle Tenn. St,Mem,MiddTn,-,-,269,4.60,281,6.81,30.64,2.21,13.9,0.26,0.00,0.00,0.0,0.00
Brett Buckman,UConn,Buff,Buff,-,-,270,4.59,238,7.83,35.76,3.24,11.0,0.16,0.41,0.16,2.6,0.00
CJ Smith,Purdue,Neb,Neb,-,-,271,4.59,275,7.03,33.09,2.45,13.5,0.21,0.00,0.00,0.0,0.00
Willie McCoy,UTSA,ECU,Tx-SA,-,-,272,4.55,269,7.15,28.37,2.60,10.9,0.28,0.37,0.28,1.3,0.00
Sterling Galban,Massachusetts,Mia-O,UMass,-,-,273,4.54,263,7.35,31.33,2.81,11.1,0.23,0.00,0.00,0.0,0.00
Zae Baines,Temple,Army,Army,-,-,274,4.52,242,7.72,40.40,3.20,12.6,0.08,0.00,0.00,0.0,0.00
RJ Garcia,Bowling Green,ODU,ODU,-,-,275,4.49,264,7.31,34.35,2.82,12.2,0.16,0.89,0.24,3.7,0.00
Braylen Walker,Rice,Char,Char,-,-,276,4.49,296,6.37,28.03,1.88,14.9,0.28,0.00,0.00,0.0,0.00
Devin Boddie,Wyoming,AF,AF,-,-,277,4.48,261,7.39,32.64,2.91,11.2,0.18,1.27,0.27,4.7,0.00
Malcolm Johnson,Bowling Green,ODU,ODU,-,-,278,4.45,272,7.08,34.07,2.63,13.0,0.17,0.25,0.08,3.1,0.00
Landon Parker,Troy,UL-Mon,UL-Mon,-,-,279,4.44,288,6.53,28.00,2.09,13.4,0.27,0.00,0.00,0.0,0.00
Skyler Bell,UConn,Buff,Buff,-,-,280,4.43,274,7.06,27.91,2.64,10.6,0.27,0.00,0.00,0.0,0.00
Josiah Freeman,Fresno State,UNLV,Fres,-,-,281,4.43,284,6.69,28.61,2.26,12.7,0.26,0.00,0.00,0.0,0.00
Donovan Faupel,New Mexico State,NM,NM,-,-,282,4.39,289,6.51,25.10,2.12,11.8,0.31,0.00,0.00,0.0,0.00
Robert Lewis,Auburn,Okla,Okla,-,-,283,4.38,278,6.94,29.58,2.57,11.5,0.23,0.60,0.08,7.5,0.00
Titus Mokiao-Atimalala,UCLA,Oregon,Oregon,-,-,284,4.33,290,6.49,28.25,2.17,13.0,0.25,0.00,0.00,0.0,0.00
Diante Vines,Old Dominion,BGSU,ODU,-,-,285,4.29,295,6.37,28.16,2.08,13.5,0.24,0.32,0.08,4.0,0.00
Jacob Bernard,Louisiana-Lafayette,Wake,UL-Laf,-,-,286,4.28,262,7.37,38.26,3.09,12.4,0.08,0.00,0.00,0.0,0.00
Brionne Penny,James Madison,BallSt,BallSt,-,-,287,4.26,280,6.82,32.43,2.55,12.7,0.17,0.00,0.00,0.0,0.00
Chris Parker,Central Michigan,SDSU,SDSU,-,-,288,4.24,304,6.20,27.76,1.96,14.2,0.24,0.00,0.00,0.0,0.00
Gamarion Carter,Middle Tenn. St,Mem,MiddTn,-,-,289,4.20,300,6.29,31.09,2.09,14.9,0.18,0.00,0.18,0.0,0.00
Ja'Varrius Johnson,Central Florida,Colo,Colo,-,-,290,4.20,279,6.84,30.27,2.64,11.5,0.18,0.82,0.09,9.1,0.00
Jordan Mosley,Mississippi State,Tex,MissSt,-,-,291,4.20,294,6.38,29.91,2.18,13.7,0.18,1.18,0.27,4.4,0.00
Nazeviah Burris,Florida International,LaTech,LaTech,-,-,292,4.18,297,6.34,32.16,2.16,14.9,0.16,0.00,0.00,0.0,0.00
Tony Johnson,Cincinnati,TxTch,Cin,-,-,293,4.18,299,6.31,30.13,2.13,14.1,0.18,0.98,0.09,10.9,0.00
Jasaiah Gathings,UConn,Buff,Buff,-,-,294,4.17,253,7.51,36.51,3.34,10.9,0.09,0.00,0.00,0.0,0.00
Caleb Odom,Alabama,UGa,UGa,-,-,295,4.16,315,6.01,25.68,1.85,13.9,0.26,0.00,0.00,0.0,0.00
Jayden Thomas,Notre Dame,Lou,Lou,-,-,296,4.13,311,6.07,29.03,1.94,15.0,0.19,0.68,0.10,6.8,0.00
Justin Bowick,Ball State,JMU,BallSt,-,-,297,4.08,287,6.58,25.83,2.50,10.3,0.25,0.00,0.00,0.0,0.00
Jayden McGowan,Boston College,WestKy,WestKy,-,-,298,4.07,276,7.02,33.30,2.95,11.3,0.09,2.05,0.45,4.6,0.00
T.J. Jones,UAB,Navy,Navy,-,-,299,4.05,331,5.64,24.62,1.59,15.5,0.26,0.00,0.00,0.0,0.00
Nick Marsh,Michigan State,OhioSt,OhioSt,-,-,300,4.05,329,5.66,26.12,1.61,16.2,0.22,1.17,0.22,5.3,0.00
Keagan Johnson,Kansas State,OkSt,OkSt,-,-,301,4.02,301,6.26,23.84,2.24,10.6,0.24,2.00,0.56,3.6,0.00
Anthony Smith,East Carolina,Tx-SA,Tx-SA,-,-,302,4.02,310,6.10,30.17,2.08,14.5,0.17,0.00,0.00,0.0,0.00
Alex Brown,Wyoming,AF,AF,-,-,303,4.01,303,6.22,24.77,2.21,11.2,0.26,0.00,0.00,0.0,0.00
Casey Cain,UNLV,Fres,Fres,-,-,304,4.00,307,6.14,28.84,2.14,13.5,0.19,0.00,0.00,0.0,0.00
Nate McCollum,North Carolina,Duke,UNC,-,-,305,4.00,267,7.20,35.08,3.20,11.0,0.08,0.00,0.00,0.0,0.00
Dalton Stroman,Appalachian State,Lib,Lib,-,-,306,4.00,341,5.42,25.50,1.42,18.0,0.24,0.32,0.08,4.0,0.00
Romello Brinson,SMU,FlaSt,FlaSt,-,-,307,3.96,309,6.12,29.58,2.17,13.6,0.17,0.00,0.00,0.0,0.00
Malik Phillips,Sam Houston,TxSt,TxSt,-,-,308,3.95,283,6.75,33.73,2.80,12.0,0.08,0.68,0.25,2.7,0.00
Trebor Pena,Syracuse,HolyCr,HolyCr,-,-,309,3.92,302,6.25,29.17,2.33,12.5,0.17,0.00,0.00,0.0,0.00
Kaden Saunders,Penn State,Ill,Ill,-,-,310,3.92,333,5.61,20.23,1.69,12.0,0.31,0.46,0.08,5.8,0.00
Javon Harvey,Duke,UNC,UNC,-,-,311,3.89,318,5.98,27.43,2.10,13.1,0.19,0.00,0.00,0.0,0.00
Jordan Smith,New Mexico State,NM,NM,-,-,312,3.89,291,6.44,28.00,2.55,11.0,0.18,0.00,0.00,0.0,0.00
Isaiah Alston,Iowa State,Hou,IaSt,-,-,313,3.85,324,5.75,26.50,1.90,13.9,0.20,0.00,0.00,0.0,0.00
Stephon Johnson,Houston,IaSt,IaSt,-,-,314,3.85,308,6.13,26.91,2.27,11.9,0.18,0.73,0.09,8.1,0.00
Emmett Mosley,Stanford,Clem,Stan,-,-,315,3.84,316,6.01,27.17,2.17,12.5,0.17,1.25,0.17,7.4,0.00
Kordell David,New Mexico State,NM,NM,-,-,316,3.82,319,5.94,24.08,2.12,11.4,0.24,0.00,0.00,0.0,0.00
Elijah Spencer,Minnesota,Mich,Minn,-,-,317,3.82,325,5.74,23.76,1.92,12.4,0.24,0.00,0.00,0.0,0.00
Dane Pardridge,Northern Illinois,NCSU,NIU,-,-,318,3.81,317,6.00,26.67,2.19,12.2,0.19,0.00,0.00,0.0,0.00
Walker Merrill,Wake Forest,UL-Laf,UL-Laf,-,-,319,3.78,305,6.16,27.57,2.38,11.6,0.17,0.00,0.00,0.0,0.00
Jimmy Horn,Colorado,UCF,Colo,-,-,320,3.77,298,6.34,25.81,2.57,10.0,0.19,0.48,0.10,4.8,0.00
John Adams,Temple,Army,Army,-,-,321,3.74,320,5.88,21.42,2.13,10.1,0.27,0.00,0.00,0.0,0.00
Darius Copeland,Liberty,App,Lib,-,-,322,3.73,362,4.93,14.90,1.20,12.4,0.10,10.40,2.30,4.5,0.10
Jadon Jackson,Kansas State,OkSt,OkSt,-,-,323,3.73,339,5.43,22.90,1.70,13.5,0.20,2.40,0.40,6.0,0.00
Malik Elzy,Illinois,PSU,Ill,-,-,324,3.70,334,5.60,25.52,1.90,13.4,0.19,0.00,0.00,0.0,0.00
Octavian Smith,Maryland,Ind,MD,-,-,325,3.69,292,6.39,27.06,2.70,10.0,0.16,0.32,0.16,2.0,0.00
Brandon Buckhaulter,UAB,Navy,Navy,-,-,326,3.68,355,5.06,19.93,1.38,14.4,0.21,4.41,0.41,10.8,0.00
Rodney Harris,Ohio,Akron,Akron,-,-,327,3.68,322,5.80,27.02,2.12,12.7,0.16,0.00,0.00,0.0,0.00
Raylen Sharpe,Fresno State,UNLV,Fres,-,-,328,3.67,336,5.55,23.25,1.88,12.4,0.22,0.00,0.00,0.0,0.00
Eamonn Dennis,Ohio,Akron,Akron,-,-,329,3.65,312,6.05,25.87,2.40,10.8,0.18,0.00,0.00,0.0,0.00
Javon Campbell,Louisiana-Monroe,Troy,UL-Mon,-,-,330,3.64,330,5.64,24.95,2.00,12.5,0.19,0.00,0.00,0.0,0.00
Dymere Miller,Rutgers,Wash,Wash,-,-,331,3.61,321,5.80,27.02,2.19,12.3,0.15,0.00,0.00,0.0,0.00
Jeremiah Webb,South Alabama,LSU,USA,-,-,332,3.61,351,5.15,25.18,1.55,16.2,0.18,0.00,0.00,0.0,0.00
JoJo Earle,TCU,Kansas,TCU,-,-,333,3.57,350,5.16,24.00,1.59,15.1,0.18,1.15,0.26,4.4,0.00
Silas Bolden,Texas,MissSt,MissSt,-,-,334,3.56,338,5.47,24.27,1.91,12.7,0.18,0.45,0.09,5.0,0.00
Michael Brown-Stephens,South Florida,Tulane,USF,-,-,335,3.56,335,5.60,25.36,2.04,12.4,0.17,0.00,0.00,0.0,0.00
Kyle Maxwell,Washington State,Boise,WashSt,-,-,336,3.56,349,5.17,25.56,1.61,15.9,0.17,0.00,0.00,0.0,0.00
Sahmir Hagans,Duke,UNC,UNC,-,-,337,3.55,313,6.04,26.42,2.49,10.6,0.15,0.00,0.00,0.0,0.00
Ife Adeyi,Sam Houston,TxSt,TxSt,-,-,338,3.54,327,5.73,29.71,2.19,13.6,0.10,0.00,0.00,0.0,0.00
Shadeed Ahmed,Louisiana Tech,FIU,LaTech,-,-,339,3.54,332,5.63,23.83,2.09,11.4,0.17,1.13,0.61,1.9,0.00
Solomon Davis,Central Michigan,SDSU,SDSU,-,-,340,3.54,323,5.75,25.19,2.21,11.4,0.17,0.00,0.00,0.0,0.00
Javon Ivory,South Alabama,LSU,USA,-,-,341,3.54,314,6.04,29.81,2.50,11.9,0.09,0.00,0.00,0.0,0.00
Oran Singleton,Eastern Michigan,KentSt,EastMi,-,-,342,3.48,328,5.66,23.91,2.18,11.0,0.18,0.00,0.00,0.0,0.00
Zavion Thomas,LSU,USA,USA,-,-,343,3.47,343,5.30,24.67,1.83,13.5,0.17,0.00,0.00,0.0,0.00
TJ Sheffield,UConn,Buff,Buff,-,-,344,3.46,326,5.74,23.73,2.27,10.5,0.18,0.00,0.00,0.0,0.00
Malique Dieudonne,Western Michigan,Marsh,WestMI,-,-,345,3.39,306,6.14,28.92,2.75,10.5,0.08,0.00,0.00,0.0,0.00
Trent Hudson,Mississippi State,Tex,MissSt,-,-,346,3.38,357,5.03,24.45,1.65,14.8,0.15,0.30,0.08,3.8,0.00
Bryce Farrell,Stanford,Clem,Stan,-,-,347,3.35,340,5.43,19.85,2.08,9.5,0.08,4.46,1.38,3.2,0.08
Kamryn Perry,Miami (OH),UMass,UMass,-,-,348,3.34,361,4.96,22.86,1.62,14.1,0.16,0.81,0.24,3.4,0.00
Jay Jay Etheridge,Kent,EastMi,EastMi,-,-,349,3.29,342,5.38,22.00,2.09,10.5,0.18,0.00,0.00,0.0,0.00
Marcus Sanders,Georgia Southern,GaSt,GaSo,-,-,350,3.28,359,4.98,23.62,1.69,14.0,0.15,0.00,0.00,0.0,0.00
Kyron Hudson,USC,Wisc,Wisc,-,-,351,3.27,354,5.07,20.70,1.80,11.5,0.20,0.00,0.00,0.0,0.00
Kobie Campbell,Rice,Char,Char,-,-,352,3.25,365,4.83,22.50,1.58,14.2,0.17,0.00,0.00,0.0,0.00
Moussa Barry,Western Kentucky,BC,WestKy,-,-,353,3.20,360,4.97,22.77,1.77,12.9,0.15,0.00,0.00,0.0,0.00
Isaiah Sategna,Arkansas,TexA&M,Ark,-,-,354,3.20,358,5.00,20.49,1.80,11.4,0.17,1.20,0.17,7.1,0.00
Zeed Haynes,Syracuse,HolyCr,HolyCr,-,-,355,3.18,373,4.64,22.05,1.46,15.1,0.16,0.00,0.00,0.0,0.00
Beau Sparks,Texas State,SamHou,TxSt,-,-,356,3.18,363,4.86,22.98,1.68,13.7,0.15,0.00,0.00,0.0,0.00
Umari Hatcher,Syracuse,HolyCr,HolyCr,-,-,357,3.10,369,4.67,21.98,1.58,13.9,0.15,0.00,0.00,0.0,0.00
Nic Trujillo,New Mexico,NMSt,NM,-,-,358,3.10,368,4.70,22.17,1.61,13.8,0.15,0.00,0.00,0.0,0.00
Drae McCray,Texas Tech,Cin,Cin,-,-,359,3.08,345,5.25,20.00,2.17,9.2,0.17,0.35,0.09,3.9,0.00
CJ Williams,Wisconsin,USC,Wisc,-,-,360,3.07,344,5.26,24.95,2.19,11.4,0.10,0.00,0.00,0.0,0.00
Carl Chester,Marshall,WestMI,WestMI,-,-,361,3.06,356,5.06,25.84,2.00,12.9,0.08,0.00,0.00,0.0,0.00
Dontae Fleming,Tulane,USF,USF,-,-,362,3.06,352,5.15,25.18,2.09,12.0,0.09,0.00,0.00,0.0,0.00
Isaiah Neyor,Nebraska,Purdue,Neb,-,-,363,3.06,371,4.64,19.42,1.58,12.3,0.08,1.74,0.32,5.4,0.08
Ian Strong,Rutgers,Wash,Wash,-,-,364,3.04,376,4.54,19.76,1.50,13.2,0.18,0.00,0.00,0.0,0.00
Demariyon Houston,Old Dominion,BGSU,ODU,-,-,365,3.02,370,4.65,19.89,1.63,12.2,0.17,0.00,0.00,0.0,0.00
Mycah Pittman,Utah,Ari,Ari,-,-,366,3.01,348,5.17,24.33,2.17,11.2,0.08,0.75,0.25,3.0,0.00
Jabre Barber,Texas A&M,Ark,Ark,-,-,367,2.96,366,4.78,24.18,1.82,13.3,0.09,0.00,0.00,0.0,0.00
Keshawn Brown,Massachusetts,Mia-O,UMass,-,-,368,2.95,347,5.22,24.00,2.27,10.6,0.09,0.00,0.00,0.0,0.00
Jaron Tibbs,Purdue,Neb,Neb,-,-,369,2.93,364,4.84,23.82,1.91,12.5,0.09,0.00,0.00,0.0,0.00
Keelan Marion,BYU,Baylor,BYU,-,-,370,2.90,379,4.44,17.34,1.54,11.3,0.07,2.93,0.73,4.0,0.07
Chance Morrow,Buffalo,UConn,Buff,-,-,371,2.90,378,4.44,19.77,1.54,12.8,0.15,0.00,0.00,0.0,0.00
Abdur-Rahmaan Yaseen,South Florida,Tulane,USF,-,-,372,2.87,353,5.09,28.71,2.22,12.9,0.00,0.00,0.00,0.0,0.00
Jake Bailey,SMU,FlaSt,FlaSt,-,-,373,2.86,337,5.50,28.24,2.64,10.7,0.00,0.32,0.08,4.0,0.00
Cade Harris,Air Force,Wyo,AF,-,-,374,2.86,413,3.27,12.67,0.42,30.2,0.08,5.92,0.83,7.1,0.08
Finn Hogan,Bowling Green,ODU,ODU,-,-,375,2.85,367,4.77,19.00,1.92,9.9,0.15,0.23,0.08,2.9,0.00
Brenen Thompson,Oklahoma,Auburn,Okla,-,-,376,2.83,394,3.97,17.91,1.13,15.8,0.17,0.00,0.00,0.0,0.00
Rico Flores,UCLA,Oregon,Oregon,-,-,377,2.79,380,4.43,22.06,1.65,13.4,0.10,0.00,0.00,0.0,0.00
Tyler Griffin,Louisiana-Monroe,Troy,UL-Mon,-,-,378,2.78,385,4.28,18.83,1.50,12.6,0.15,0.00,0.00,0.0,0.00
Alante Brown,Michigan State,OhioSt,OhioSt,-,-,379,2.75,381,4.42,21.83,1.67,13.1,0.08,0.67,0.25,2.7,0.00
Arian Smith,Georgia,Ala,UGa,-,-,380,2.73,401,3.73,15.91,1.00,15.9,0.18,0.45,0.09,5.0,0.00
Tyler King,Wyoming,AF,AF,-,-,381,2.72,375,4.54,17.53,1.82,9.6,0.16,0.24,0.08,3.0,0.00
Troy Stellato,Clemson,Stan,Stan,-,-,382,2.72,346,5.25,22.29,2.53,8.8,0.08,0.00,0.00,0.0,0.00
Jackson Meeks,Syracuse,HolyCr,HolyCr,-,-,383,2.67,386,4.27,20.70,1.60,12.9,0.10,0.00,0.00,0.0,0.00
Bugs Mortimer,Western Michigan,Marsh,WestMI,-,-,384,2.66,383,4.33,19.94,1.68,11.9,0.09,1.32,0.18,7.3,0.00
Jalen Johnson,Northern Illinois,NCSU,NIU,-,-,385,2.65,374,4.57,21.50,1.92,11.2,0.08,0.00,0.00,0.0,0.00
Chris Marshall,Boise State,WashSt,WashSt,-,-,386,2.64,403,3.64,16.42,1.00,16.4,0.17,0.00,0.00,0.0,0.00
Zeriah Beason,Troy,UL-Mon,UL-Mon,-,-,387,2.60,389,4.19,20.74,1.59,13.0,0.09,0.00,0.00,0.0,0.00
