,,Week 11 Game,,,,Standard,,PPR,,Rushing,,,,Receiving,,,
Samuel Brown,Rutgers,Minn,Minn,-,-,193,4.98,196,5.22,28.08,7.00,4.0,0.32,2.63,0.24,11.0,0.00
Djouvensky Schlenbaker,Washington State,UtahSt,UtahSt,-,-,194,4.96,191,5.68,28.30,6.00,4.7,0.27,5.19,0.72,7.2,0.00
Corey Wren,UTEP,KennSt,KennSt,-,-,195,4.96,197,5.20,33.55,8.00,4.2,0.24,1.31,0.24,5.5,0.00
Deion Hankins,Texas State,UL-Mon,TxSt,-,-,196,4.88,195,5.35,30.55,6.00,5.1,0.24,4.03,0.47,8.6,0.00
Brandon Chatman,Navy,USF,Navy,-,-,197,4.85,176,6.46,17.97,5.00,3.6,0.08,20.34,1.61,12.6,0.08
Keyon Mozee,Miami (OH),BallSt,Mia-O,-,-,198,4.80,198,5.15,28.06,6.00,4.7,0.26,4.06,0.35,11.6,0.00
Jaylon Armstead,San Diego State,NM,NM,-,-,199,4.74,199,5.14,30.66,7.00,4.4,0.24,2.25,0.40,5.6,0.00
Logan Diggs,Mississippi,UGa,UGa,-,-,200,4.68,194,5.35,22.17,4.00,5.5,0.25,4.67,0.67,7.0,0.08
Kalib Hicks,Oklahoma,Missou,Okla,-,-,201,4.63,201,5.14,28.29,6.00,4.7,0.26,2.57,0.51,5.0,0.00
Yesiah Clemons,Kennesaw State,UTEP,KennSt,-,-,202,4.50,211,4.67,28.03,6.00,4.7,0.27,0.81,0.18,4.5,0.00
Daniyel Ngata,Washington,PSU,Wash,-,-,203,4.42,202,5.11,23.08,5.00,4.6,0.15,7.23,0.69,10.5,0.08
Lincoln Pare,Texas State,UL-Mon,TxSt,-,-,204,4.40,208,4.83,24.14,5.00,4.8,0.26,4.31,0.43,10.0,0.00
Malachi Thomas,Virginia Tech,Clem,Clem,-,-,205,4.37,204,5.03,30.50,6.00,5.1,0.17,3.17,0.67,4.7,0.00
Devyn Ford,Notre Dame,FlaSt,FlaSt,-,-,206,4.31,207,4.89,21.05,4.00,5.3,0.19,4.95,0.57,8.7,0.10
Jay Haynes,Clemson,VaTech,Clem,-,-,207,4.31,200,5.14,16.67,3.00,5.6,0.25,6.42,0.83,7.7,0.08
Vaughn Blue,Liberty,MiddTn,Lib,-,-,208,4.29,213,4.64,30.52,5.00,6.1,0.09,2.07,0.34,6.1,0.09
Isaiah Augustave,Colorado,TxTch,Colo,-,-,209,4.22,216,4.57,25.96,6.00,4.3,0.23,2.42,0.35,6.9,0.00
Ty Son Lawton,Indiana,Mich,Mich,-,-,210,4.11,209,4.80,22.38,5.00,4.5,0.23,4.85,0.69,7.0,0.00
Jabari Bates,San Jose State,OreSt,SJSU,-,-,211,4.09,215,4.60,27.09,6.00,4.5,0.17,3.51,0.51,6.9,0.00
Jerrick Gibson,Texas,Fla,Fla,-,-,212,4.05,210,4.70,23.81,4.00,6.0,0.19,5.49,0.65,8.4,0.00
Alex Broome,Boston College,Syr,Syr,-,-,213,3.97,214,4.62,23.80,5.00,4.8,0.09,4.81,0.65,7.4,0.09
Kamari Moulton,Iowa,UCLA,Iowa,-,-,214,3.94,221,4.18,28.00,7.00,4.0,0.16,1.83,0.24,7.6,0.00
Sire Gaines,Boise State,Nevada,Nevada,-,-,215,3.91,218,4.49,23.67,4.00,5.9,0.17,5.42,0.58,9.3,0.00
Xavier Terrell,Florida Atlantic,ECU,FlaAtl,-,-,216,3.86,203,5.04,21.41,4.00,5.4,0.08,7.76,1.18,6.6,0.08
Cam'Ron Valdez,Texas Tech,Colo,Colo,-,-,217,3.86,220,4.23,30.09,6.00,5.0,0.09,3.09,0.36,8.6,0.00
Marlon Gunn,East Carolina,FlaAtl,FlaAtl,-,-,218,3.81,217,4.54,27.57,6.00,4.6,0.08,5.68,0.73,7.8,0.00
Dylan Lee,Iowa State,Kansas,IaSt,-,-,219,3.80,223,4.12,26.09,5.00,5.2,0.16,2.58,0.31,8.3,0.00
Christian Washington,Coastal Carolina,App,App,-,-,220,3.76,212,4.67,24.08,5.00,4.8,0.17,3.50,0.92,3.8,0.00
Tyler Purdy,James Madison,GaSt,GaSt,-,-,221,3.75,225,4.11,24.09,5.00,4.8,0.18,2.45,0.36,6.8,0.00
Nolan Ray,Maryland,Oregon,MD,-,-,222,3.75,222,4.14,25.74,6.00,4.3,0.16,2.29,0.39,5.9,0.00
Colby McDonald,Maryland,Oregon,MD,-,-,223,3.74,224,4.11,25.09,5.00,5.0,0.19,1.20,0.37,3.2,0.00
Juwaun Price,North Texas,Army,Army,-,-,224,3.71,227,3.96,23.32,6.00,3.9,0.17,3.63,0.25,14.5,0.00
James Jones,Louisiana-Monroe,TxSt,TxSt,-,-,225,3.68,231,3.86,24.36,5.00,4.9,0.18,1.55,0.18,8.6,0.00
Jay Harris,Oregon,MD,MD,-,-,226,3.54,219,4.26,19.18,3.00,6.4,0.16,6.79,0.71,9.6,0.00
Keshawn King,Western Michigan,NIU,NIU,-,-,227,3.53,228,3.92,17.88,4.00,4.5,0.24,3.29,0.39,8.4,0.00
Kylin James,UNLV,Hawaii,UNLV,-,-,228,3.52,229,3.92,22.98,5.00,4.6,0.16,2.50,0.40,6.3,0.00
Charlie Spegal,Ball State,Mia-O,Mia-O,-,-,229,3.49,232,3.81,23.97,5.00,4.8,0.16,1.43,0.32,4.5,0.00
Sieh Bangura,Minnesota,Rut,Minn,-,-,230,3.38,240,3.47,23.02,5.00,4.6,0.17,0.43,0.09,4.8,0.00
Omiri Wiggins,Louisiana Tech,JacSt,JacSt,-,-,231,3.36,230,3.92,18.51,4.00,4.6,0.19,3.91,0.56,7.0,0.00
DeSean Bishop,Tennessee,MissSt,MissSt,-,-,232,3.29,233,3.78,19.59,4.00,4.9,0.16,3.51,0.49,7.2,0.00
Keyvone Lee,Mississippi State,Tenn,MissSt,-,-,233,3.25,238,3.56,21.77,4.00,5.4,0.15,1.54,0.31,5.0,0.00
Shaadie Clayton-Johnson,Tulane,Temple,Temple,-,-,234,3.23,226,4.01,16.41,5.00,3.3,0.16,6.48,0.78,8.3,0.00
Maquel Haywood,Appalachian State,CoastC,App,-,-,235,3.16,242,3.39,20.54,4.00,5.1,0.15,1.85,0.23,8.0,0.00
Antwain Littleton,Temple,Tulane,Temple,-,-,236,3.16,239,3.50,19.69,6.00,3.3,0.17,1.77,0.34,5.2,0.00
Quran Boyd,Duke,NCSU,Duke,-,-,237,3.12,237,3.56,15.73,4.00,3.9,0.18,4.80,0.44,10.9,0.00
Kadarius Calloway,California,Wake,Cal,-,-,238,3.11,236,3.66,18.24,3.00,6.1,0.16,3.39,0.55,6.2,0.00
Trent Howland,Oklahoma State,TCU,OkSt,-,-,239,3.09,245,3.32,20.15,5.00,4.0,0.15,1.54,0.23,6.7,0.00
Mike Mitchell,Utah,BYU,BYU,-,-,240,3.07,254,3.07,15.76,4.00,3.9,0.24,0.24,0.00,0.0,0.00
Xavier Brown,Virginia,Pitt,UVa,-,-,241,3.06,234,3.74,20.59,5.00,4.1,0.08,4.92,0.68,7.2,0.00
Cam Davis,San Diego State,NM,NM,-,-,242,3.03,246,3.31,17.30,4.00,4.3,0.19,1.86,0.28,6.6,0.00
Brian Brewton,Middle Tenn. St,Lib,Lib,-,-,243,2.92,248,3.23,17.77,4.00,4.4,0.15,2.23,0.31,7.2,0.00
L.T. Sanders,Western Kentucky,NMSt,WestKy,-,-,244,2.91,235,3.72,13.54,3.00,4.5,0.07,6.80,0.80,8.5,0.07
Quintrevion Wisner,Texas,Fla,Fla,-,-,245,2.91,247,3.28,18.26,3.00,6.1,0.13,2.98,0.37,8.1,0.00
Noah Short,Army,NorTx,Army,-,-,246,2.90,206,4.90,3.00,1.00,3.0,0.00,26.00,2.00,13.0,0.00
Cam Barfield,Hawaii,UNLV,UNLV,-,-,247,2.88,241,3.42,20.00,5.00,4.0,0.09,3.48,0.54,6.4,0.00
DeCarlos Brooks,Arizona State,UCF,UCF,-,-,248,2.83,243,3.39,14.45,3.00,4.8,0.16,4.42,0.55,8.0,0.00
David Egbe,Wake Forest,Cal,Cal,-,-,249,2.79,258,2.98,15.52,4.00,3.9,0.19,0.95,0.19,5.0,0.00
A.J. Turner,Marshall,SouMis,Marsh,-,-,250,2.78,251,3.11,15.76,4.00,3.9,0.16,2.29,0.33,6.9,0.00
John Emery Jr.,LSU,Ala,Ala,-,-,251,2.77,256,3.02,15.89,3.00,5.3,0.16,2.11,0.24,8.8,0.00
Lamar Radcliffe,San Jose State,OreSt,SJSU,-,-,252,2.72,255,3.05,14.84,3.00,4.9,0.16,2.68,0.32,8.4,0.00
Kam Davis,Florida State,ND,FlaSt,-,-,253,2.70,263,2.88,15.00,3.00,5.0,0.18,1.09,0.18,6.1,0.00
Hollywood Smothers,North Carolina State,Duke,Duke,-,-,254,2.70,244,3.35,17.30,4.00,4.3,0.09,4.09,0.65,6.3,0.00
Ja'Shon Benjamin,Rutgers,Minn,Minn,-,-,255,2.67,252,3.11,11.12,3.00,3.7,0.09,5.03,0.44,11.4,0.09
Nahree Biggins,Central Michigan,BGSU,BGSU,-,-,256,2.61,249,3.12,16.68,4.00,4.2,0.09,4.34,0.51,8.5,0.00
Mel Brown,UConn,UAB,UConn,-,-,257,2.60,259,2.97,18.23,4.00,4.6,0.09,2.14,0.37,5.8,0.00
Marcus Major,Minnesota,Rut,Minn,-,-,258,2.60,250,3.11,16.94,4.00,4.2,0.09,3.91,0.51,7.7,0.00
Miles Davis,BYU,Utah,BYU,-,-,259,2.57,264,2.87,14.48,3.00,4.8,0.15,2.17,0.30,7.2,0.00
Dominique Johnson,TCU,OkSt,OkSt,-,-,260,2.57,268,2.73,15.69,4.00,3.9,0.16,0.63,0.16,3.9,0.00
Ahmani Marshall,Appalachian State,CoastC,App,-,-,261,2.48,272,2.57,13.51,4.00,3.4,0.18,0.62,0.09,6.9,0.00
Ezell Jolly,UTEP,KennSt,KennSt,-,-,262,2.41,270,2.67,17.13,4.00,4.3,0.09,1.74,0.26,6.7,0.00
Javen Jacobs,New Mexico,SDSU,NM,-,-,263,2.37,267,2.75,12.00,3.00,4.0,0.15,2.70,0.38,7.1,0.00
K'Wan Powell,South Florida,Navy,Navy,-,-,264,2.37,261,2.94,15.41,5.00,3.1,0.08,3.36,0.57,5.9,0.00
Jaylon Jackson,Iowa State,Kansas,IaSt,-,-,265,2.35,253,3.08,13.00,3.00,4.3,0.00,5.09,0.73,7.0,0.09
Johnny Richardson,Central Florida,AriSt,UCF,-,-,266,2.35,257,3.00,19.62,3.00,6.5,0.00,3.89,0.65,6.0,0.00
Arnold Barnes,Tulane,Temple,Temple,-,-,267,2.34,273,2.50,17.12,4.00,4.3,0.08,1.44,0.16,9.0,0.00
Wayshawn Parker,Washington State,UtahSt,UtahSt,-,-,268,2.19,271,2.65,13.55,3.00,4.5,0.09,2.91,0.45,6.5,0.00
Jonathan Baird,Utah State,WashSt,UtahSt,-,-,269,2.14,276,2.41,14.82,3.00,4.9,0.09,1.09,0.27,4.0,0.00
James Peoples,Ohio State,Purdue,Purdue,-,-,270,2.09,277,2.41,11.79,2.00,5.9,0.11,2.84,0.32,8.9,0.00
Cam Wallace,Penn State,Wash,Wash,-,-,271,2.07,282,2.27,13.60,3.00,4.5,0.10,1.10,0.20,5.5,0.00
Kenan Christon,San Diego State,NM,NM,-,-,272,2.06,262,2.89,9.17,2.00,4.6,0.08,6.42,0.83,7.7,0.00
Derrick Davis,Pittsburgh,UVa,UVa,-,-,273,2.06,274,2.49,12.69,3.00,4.2,0.09,2.74,0.43,6.4,0.00
Jamal Johnson,Bowling Green,CentMi,BGSU,-,-,274,2.06,260,2.95,12.08,3.00,4.0,0.08,3.65,0.89,4.1,0.00
Kalel Mullings,Michigan,Ind,Mich,-,-,275,2.06,289,2.14,14.84,3.00,4.9,0.08,1.03,0.08,12.9,0.00
Jawarn Howell,South Carolina,Vandy,SCar,-,-,276,2.04,269,2.71,9.11,2.00,4.6,0.11,4.67,0.67,7.0,0.00
Moni Jones,Vanderbilt,SCar,SCar,-,-,277,2.02,281,2.32,11.30,3.00,3.8,0.10,2.90,0.30,9.7,0.00
David Cordero,Hawaii,UNLV,UNLV,-,-,278,2.01,280,2.34,13.08,3.00,4.4,0.08,2.00,0.33,6.1,0.00
Hinckley Ropati,BYU,Utah,BYU,-,-,279,2.00,266,2.80,8.40,2.00,4.2,0.08,6.80,0.80,8.5,0.00
Richard Young,Alabama,LSU,Ala,-,-,280,1.95,287,2.16,9.59,2.00,4.8,0.14,1.66,0.21,7.9,0.00
Ajay Allen,Miami,GaTech,Mia-Fl,-,-,281,1.93,284,2.21,9.93,2.00,5.0,0.14,0.79,0.29,2.7,0.00
Jordan Nubin,Minnesota,Rut,Minn,-,-,282,1.93,295,1.93,13.45,3.00,4.5,0.10,0.00,0.00,0.0,0.00
Jaylen Poe,Northern Illinois,WestMI,NIU,-,-,283,1.92,275,2.46,10.73,2.00,5.4,0.09,3.00,0.55,5.5,0.00
Dijon Stanley,Utah,BYU,BYU,-,-,284,1.92,286,2.18,12.26,3.00,4.1,0.09,1.80,0.26,6.9,0.00
Cedric Hawkins,Arkansas State,UL-Laf,ArkSt,-,-,285,1.88,292,2.02,9.50,2.00,4.8,0.14,0.71,0.14,5.1,0.00
Anthony Woods,Utah,BYU,BYU,-,-,286,1.88,278,2.36,9.84,2.00,4.9,0.08,4.16,0.48,8.7,0.00
JQ Gray,Southern Miss,Marsh,Marsh,-,-,287,1.86,285,2.18,12.16,3.00,4.1,0.08,1.74,0.32,5.4,0.00
Chandler Pittman,Southern Miss,Marsh,Marsh,-,-,288,1.85,293,2.01,12.00,3.00,4.0,0.08,1.62,0.16,10.1,0.00
Curtis Douglas,Kent,Ohio,Ohio,-,-,289,1.84,291,2.02,11.91,3.00,4.0,0.09,1.24,0.18,6.9,0.00
Jaylin Lucas,Florida State,ND,FlaSt,-,-,290,1.80,279,2.36,8.88,2.00,4.4,0.08,4.32,0.56,7.7,0.00
Nolan McCormick,Ohio,KentSt,Ohio,-,-,291,1.78,296,1.88,11.42,3.00,3.8,0.10,0.58,0.10,5.8,0.00
Juju McDowell,South Carolina,Vandy,SCar,-,-,292,1.76,265,2.85,4.09,1.00,4.1,0.00,8.09,1.09,7.4,0.09
Jaden Nixon,Western Michigan,NIU,NIU,-,-,293,1.72,283,2.22,8.08,2.00,4.0,0.08,4.17,0.50,8.3,0.00
Anthony Carrie,Georgia Tech,Mia-Fl,Mia-Fl,-,-,294,1.70,290,2.13,8.70,2.00,4.4,0.09,3.04,0.43,7.1,0.00
Cameron Dickey,Texas Tech,Colo,Colo,-,-,295,1.68,299,1.79,9.33,2.00,4.7,0.11,0.78,0.11,7.1,0.00
Noah Vaughn,Virginia,Pitt,UVa,-,-,296,1.68,288,2.16,13.58,3.00,4.5,0.00,3.24,0.47,6.9,0.00
Cornell Hatcher,Oregon State,SJSU,SJSU,-,-,297,1.66,294,1.99,9.33,2.00,4.7,0.08,2.25,0.33,6.8,0.00
Elijah Jackson,Purdue,OhioSt,Purdue,-,-,298,1.58,297,1.84,8.87,2.00,4.4,0.09,1.74,0.26,6.7,0.00
Sevion Morrison,Kansas,IaSt,IaSt,-,-,299,1.48,300,1.70,6.22,1.00,6.2,0.11,1.89,0.22,8.6,0.00
Chance Williams,Cincinnati,WVU,WVU,-,-,300,1.46,298,1.82,8.64,2.00,4.3,0.07,1.71,0.36,4.8,0.00
Durell Robinson,UConn,UAB,UConn,-,-,301,1.45,301,1.66,8.57,2.00,4.3,0.07,1.64,0.21,7.8,0.00
Anthony Adkins,UCLA,Iowa,Iowa,-,-,302,1.39,304,1.39,9.12,2.00,4.6,0.08,0.00,0.00,0.0,0.00
Jack Griese,Virginia,Pitt,UVa,-,-,303,1.32,302,1.63,6.31,2.00,3.2,0.08,2.31,0.31,7.5,0.00
EJ Wilson,Temple,Tulane,Temple,-,-,304,1.27,303,1.49,11.93,3.00,4.0,0.00,0.75,0.22,3.4,0.00
Myles Montgomery,Central Florida,AriSt,UCF,-,-,305,1.13,305,1.31,6.31,1.00,6.3,0.06,1.19,0.19,6.3,0.00
Jaylen Anderson,West Virginia,Cin,WVU,-,-,306,1.02,306,1.21,8.00,2.00,4.0,0.00,2.19,0.19,11.5,0.00
Tavierre Dunlap,Michigan,Ind,Mich,-,-,307,0.93,308,1.00,4.14,1.00,4.1,0.07,0.86,0.07,12.3,0.00
Jamal Roberts,Missouri,Okla,Okla,-,-,308,0.89,309,0.96,4.00,1.00,4.0,0.07,0.64,0.07,9.1,0.00
Jaren Mangham,Minnesota,Rut,Minn,-,-,309,0.84,310,0.93,7.81,2.00,3.9,0.00,0.57,0.10,5.7,0.00
AJ Green,Oklahoma State,TCU,OkSt,-,-,310,0.77,307,1.14,5.25,1.00,5.3,0.00,2.44,0.38,6.4,0.00
Johnathan Arceneaux,Fresno State,AF,Fres,-,-,311,0.51,311,0.62,4.22,1.00,4.2,0.00,0.89,0.11,8.1,0.00
Jeremiah Coney,Virginia Tech,Clem,Clem,-,-,312,0.32,313,0.32,3.15,1.00,3.2,0.00,0.00,0.00,0.0,0.00
Amin Hassan,Navy,USF,Navy,-,-,313,0.28,312,0.51,2.00,1.00,2.0,0.00,0.77,0.23,3.3,0.00
CJ Baxter,Texas,Fla,Fla,-,-,314,0.00,314,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.00
Micah Welch,Colorado,TxTch,Colo,-,-,315,0.00,315,0.00,0.00,3.00,0.0,0.00,0.00,0.00,0.0,0.00
