,,Week 4 Game,,,,Standard,,PPR,,Receiving,,,,Rushing,,,
Bru McCoy,Tennessee,Okla,Tenn,-,-,193,5.98,188,9.14,41.23,3.15,13.1,0.31,0.15,0.08,1.9,0.00
Blair Conwright,North Texas,Wyo,Wyo,-,-,194,5.97,218,8.50,44.09,2.52,17.5,0.26,0.00,0.00,0.0,0.00
Bryant Wesco Jr.,Clemson,NCSU,NCSU,-,-,195,5.97,193,9.05,39.67,3.08,12.9,0.33,0.00,0.00,0.0,0.00
Myles Price,Indiana,Char,Char,-,-,196,5.93,137,10.45,42.71,4.52,9.4,0.27,0.62,0.18,3.4,0.00
Jaden Smith,UTEP,ColoSt,UTEP,-,-,197,5.93,181,9.45,43.46,3.51,12.4,0.26,0.43,0.09,4.8,0.00
Monaray Baldwin,Baylor,Colo,Baylor,-,-,198,5.91,191,9.06,43.42,3.16,13.7,0.24,1.42,0.24,5.9,0.00
Tyson Davis,Central Michigan,BallSt,BallSt,-,-,199,5.91,221,8.41,38.50,2.50,15.4,0.33,0.58,0.17,3.4,0.00
Jonah Wilson,Houston,Cin,Hou,-,-,200,5.90,203,8.80,39.60,2.90,13.7,0.32,0.00,0.00,0.0,0.00
Kam Thomas,UTEP,ColoSt,UTEP,-,-,201,5.88,199,8.88,36.77,3.00,12.3,0.23,3.62,1.00,3.6,0.08
CJ Daniels,LSU,UCLA,UCLA,-,-,202,5.86,225,8.29,36.06,2.44,14.8,0.38,0.00,0.00,0.0,0.00
Qua'Vez Humphreys,Sam Houston,NMSt,NMSt,-,-,203,5.86,208,8.69,38.31,2.82,13.6,0.32,0.97,0.24,4.0,0.00
JP Richardson,TCU,SMU,TCU,-,-,204,5.84,178,9.50,43.32,3.66,11.8,0.23,1.01,0.23,4.4,0.00
Andrel Anthony,Oklahoma,Tenn,Tenn,-,-,205,5.82,223,8.36,44.38,2.54,17.5,0.23,0.00,0.00,0.0,0.00
Chedon James,Fresno State,NM,Fres,-,-,206,5.81,173,9.65,43.68,3.84,11.4,0.24,0.00,0.00,0.0,0.00
Steven McBride,Hawaii,UNI,UNI,-,-,207,5.80,228,8.20,36.62,2.40,15.3,0.36,0.00,0.00,0.0,0.00
Key'Shawn Smith,SMU,TCU,TCU,-,-,208,5.79,210,8.64,37.24,2.84,13.1,0.34,0.00,0.00,0.0,0.00
Kenari Wilcher,Illinois,Neb,Ill,-,-,209,5.77,162,9.94,47.75,4.17,11.5,0.17,0.00,0.00,0.0,0.00
Chase Lane,Georgia Tech,Lou,GaTech,-,-,210,5.74,217,8.52,40.74,2.78,14.7,0.28,0.00,0.00,0.0,0.00
Hudson Clement,West Virginia,Kansas,Kansas,-,-,211,5.71,270,7.44,38.13,1.74,21.9,0.32,0.00,0.00,0.0,0.00
Omar Cooper,Indiana,Char,Char,-,-,212,5.69,220,8.48,41.44,2.80,14.8,0.25,0.17,0.08,2.1,0.00
Javon Tracy,Miami (OH),ND,Mia-O,-,-,213,5.66,237,8.03,40.27,2.36,17.1,0.27,0.00,0.00,0.0,0.00
Jaden Bray,West Virginia,Kansas,Kansas,-,-,214,5.65,251,7.79,35.20,2.13,16.5,0.36,0.00,0.00,0.0,0.00
Hal Presley,Baylor,Colo,Baylor,-,-,215,5.64,195,8.95,45.74,3.30,13.9,0.17,0.26,0.17,1.5,0.00
Adrian Norton,Akron,SCar,Akron,-,-,216,5.61,182,9.43,39.73,3.82,10.4,0.27,0.00,0.00,0.0,0.00
Kaleb Brown,Iowa,Minn,Iowa,-,-,217,5.60,205,8.73,44.69,3.13,14.3,0.18,0.54,0.09,6.0,0.00
Naseim Brantley,Rutgers,VaTech,Rut,-,-,218,5.59,229,8.18,34.46,2.59,13.3,0.36,0.00,0.00,0.0,0.00
Jesse Prewitt III,Central Michigan,BallSt,BallSt,-,-,219,5.56,231,8.15,36.29,2.58,14.1,0.32,0.00,0.00,0.0,0.00
LV Bunkley-Shelton,Georgia Southern,Miss,GaSo,-,-,220,5.53,192,9.06,41.85,3.53,11.9,0.22,0.00,0.00,0.0,0.00
Kevin Coleman,Mississippi State,Fla,Fla,-,-,221,5.53,201,8.84,39.44,3.31,11.9,0.24,1.37,0.32,4.3,0.00
Marlion Jackson,Louisiana Tech,Tulsa,Tulsa,-,-,222,5.46,224,8.36,37.54,2.89,13.0,0.26,1.32,0.35,3.8,0.00
Tylan Hines,Hawaii,UNI,UNI,-,-,223,5.45,190,9.13,38.80,3.68,10.5,0.24,1.28,0.32,4.0,0.00
Taji Johnson,Buffalo,NIU,Buff,-,-,224,5.45,222,8.38,33.79,2.93,11.5,0.34,0.00,0.00,0.0,0.00
Latrell Caples,Boise State,PorSt,PorSt,-,-,225,5.44,207,8.71,38.00,3.27,11.6,0.27,0.00,0.00,0.0,0.00
Jared Brown,South Carolina,Akron,Akron,-,-,226,5.41,213,8.57,38.75,3.17,12.2,0.25,0.33,0.33,1.0,0.00
Chase Hendricks,Ohio,Kty,Ohio,-,-,227,5.41,233,8.12,38.31,2.71,14.1,0.25,0.51,0.17,3.0,0.00
Moose Muhammad III,Texas A&M,BGSU,BGSU,-,-,228,5.41,206,8.72,37.50,3.31,11.3,0.24,2.10,0.48,4.4,0.00
Colby Bowman,Utah State,Temple,UtahSt,-,-,229,5.40,227,8.26,37.95,2.86,13.3,0.27,0.00,0.00,0.0,0.00
Qian Magwood,Ball State,CentMi,BallSt,-,-,230,5.40,189,9.13,37.64,3.73,10.1,0.27,0.00,0.00,0.0,0.00
Matthew Golden,Texas,UL-Mon,UL-Mon,-,-,231,5.39,241,7.98,35.06,2.59,13.5,0.31,0.00,0.08,0.0,0.00
Ryan Davis,New Mexico,Fres,Fres,-,-,232,5.37,197,8.90,43.15,3.53,12.2,0.18,0.00,0.00,0.0,0.00
Jordan Faison,Notre Dame,Mia-O,Mia-O,-,-,233,5.37,269,7.47,34.10,2.10,16.2,0.30,1.60,0.20,8.0,0.00
Dante Cephas,Kansas State,BYU,KanSt,-,-,234,5.36,234,8.11,37.17,2.75,13.5,0.25,1.42,0.33,4.3,0.00
Quentin Skinner,Kansas,WVU,Kansas,-,-,235,5.34,252,7.72,42.38,2.38,17.8,0.17,0.77,0.17,4.5,0.00
Ashtyn Hawkins,Baylor,Colo,Baylor,-,-,236,5.33,230,8.16,38.25,2.83,13.5,0.25,0.00,0.08,0.0,0.00
Tyson Mobley,Liberty,ECU,ECU,-,-,237,5.33,294,6.96,31.45,1.64,19.2,0.36,0.00,0.00,0.0,0.00
Milan Tucker,Florida Atlantic,UConn,FlaAtl,-,-,238,5.23,214,8.56,35.65,3.33,10.7,0.28,0.00,0.00,0.0,0.00
Trent Walker,Oregon State,Purdue,Purdue,-,-,239,5.22,219,8.49,36.29,3.28,11.1,0.26,0.34,0.09,3.8,0.00
Caleb Douglas,Texas Tech,AriSt,AriSt,-,-,240,5.21,209,8.66,36.55,3.45,10.6,0.26,0.00,0.00,0.0,0.00
Harvey Broussard,Louisiana-Lafayette,Tulane,Tulane,-,-,241,5.19,248,7.83,35.55,2.64,13.5,0.27,0.00,0.00,0.0,0.00
Gavin Blackwell,North Carolina,JMU,JMU,-,-,242,5.18,257,7.64,37.54,2.46,15.3,0.24,0.00,0.00,0.0,0.00
Luke Floriea,Kent,PSU,KentSt,-,-,243,5.15,226,8.27,32.26,3.12,10.3,0.31,0.55,0.08,6.9,0.00
Jeremiah Ballard,Tulsa,LaTech,Tulsa,-,-,244,5.14,239,8.01,46.03,2.87,16.0,0.09,0.00,0.00,0.0,0.00
Antonio Jones,Temple,UtahSt,UtahSt,-,-,245,5.10,258,7.64,41.51,2.54,16.3,0.16,0.00,0.00,0.0,0.00
KeAndre Lambert-Smith,Auburn,Ark,Ark,-,-,246,5.08,250,7.81,34.45,2.73,12.6,0.27,0.00,0.00,0.0,0.00
Giles Jackson,Washington,NW,NW,-,-,247,5.07,215,8.54,34.52,3.47,9.9,0.24,1.69,0.40,4.2,0.00
Will Pelissier,Wyoming,NorTx,Wyo,-,-,248,5.04,255,7.71,35.08,2.67,13.1,0.25,0.33,0.17,1.9,0.00
Devonte Ross,Troy,FlaA&M,FlaA&M,-,-,249,5.02,253,7.72,36.23,2.69,13.5,0.23,0.15,0.08,1.9,0.00
O'Mega Blake,UNC Charlotte,Ind,Char,-,-,250,5.00,279,7.29,32.86,2.29,14.3,0.29,0.00,0.00,0.0,0.00
Lance LeGendre,Louisiana-Lafayette,Tulane,Tulane,-,-,251,4.98,267,7.50,34.17,2.52,13.6,0.26,0.00,0.00,0.0,0.00
Aaron Anderson,LSU,UCLA,UCLA,-,-,252,4.95,260,7.61,33.47,2.67,12.5,0.27,0.00,0.00,0.0,0.00
Duce Robinson,USC,Mich,USC,-,-,253,4.95,304,6.66,34.95,1.70,20.6,0.24,0.00,0.00,0.0,0.00
Jyaire Shorter,Memphis,Navy,Mem,-,-,254,4.95,268,7.48,29.88,2.53,11.8,0.33,0.00,0.00,0.0,0.00
Armani Winfield,Colorado State,UTEP,UTEP,-,-,255,4.95,238,8.01,38.43,3.06,12.6,0.19,0.00,0.00,0.0,0.00
Marc Britt,Louisiana-Monroe,Tex,UL-Mon,-,-,256,4.94,264,7.53,32.50,2.59,12.5,0.28,0.19,0.09,2.1,0.00
Julian Gray,Liberty,ECU,ECU,-,-,257,4.94,299,6.77,29.17,1.83,15.9,0.33,0.25,0.08,3.1,0.00
Michael Mathison,Western Kentucky,Toledo,Toledo,-,-,258,4.94,240,8.01,34.92,3.06,11.4,0.24,0.00,0.00,0.0,0.00
Tyrone Broden,Arkansas,Auburn,Ark,-,-,259,4.93,263,7.55,35.08,2.62,13.4,0.23,0.38,0.08,4.8,0.00
Moochie Dixon,SMU,TCU,TCU,-,-,260,4.93,285,7.09,29.84,2.16,13.8,0.32,0.24,0.08,3.0,0.00
Elijah Canion,Liberty,ECU,ECU,-,-,261,4.91,305,6.64,27.27,1.73,15.8,0.36,0.00,0.00,0.0,0.00
Koby Drake,Memphis,Navy,Mem,-,-,262,4.91,232,8.14,34.60,3.23,10.7,0.24,0.00,0.00,0.0,0.00
Eric Rivers,Florida International,Monm,Monm,-,-,263,4.89,247,7.84,34.10,2.95,11.6,0.25,0.00,0.00,0.0,0.00
Porter Rooks,Eastern Michigan,StF-Pa,StF-Pa,-,-,264,4.89,245,7.84,38.21,2.95,13.0,0.18,0.00,0.00,0.0,0.00
Christian Dremel,Rutgers,VaTech,Rut,-,-,265,4.88,243,7.85,33.13,2.97,11.2,0.23,1.64,0.31,5.3,0.00
Peyton Higgins,Troy,FlaA&M,FlaA&M,-,-,266,4.86,271,7.44,38.33,2.58,14.9,0.17,0.25,0.08,3.1,0.00
Dacari Collins,North Carolina State,Clem,NCSU,-,-,267,4.84,288,7.07,32.44,2.22,14.6,0.27,0.00,0.00,0.0,0.00
Kody Epps,BYU,KanSt,KanSt,-,-,268,4.84,266,7.50,33.75,2.66,12.7,0.23,0.63,0.23,2.7,0.00
Carlos Hernandez,Washington State,SJSU,SJSU,-,-,269,4.81,242,7.86,39.44,3.06,12.9,0.14,0.28,0.14,2.0,0.00
Prince Strachan,Boise State,PorSt,PorSt,-,-,270,4.76,317,6.38,33.77,1.62,20.8,0.23,0.00,0.00,0.0,0.00
Davon Wells,Louisiana-Monroe,Tex,UL-Mon,-,-,271,4.75,259,7.62,32.79,2.87,11.4,0.25,0.00,0.00,0.0,0.00
Kyre Duplessis,Coastal Carolina,UVa,UVa,-,-,272,4.74,244,7.85,35.16,3.11,11.3,0.16,2.38,0.98,2.4,0.00
Makai Jackson,Appalachian State,USA,USA,-,-,273,4.74,280,7.22,36.00,2.48,14.5,0.19,0.00,0.00,0.0,0.00
Damien Alford,Utah,OkSt,Utah,-,-,274,4.73,286,7.08,33.18,2.35,14.1,0.24,0.00,0.00,0.0,0.00
Daejon Reynolds,Pittsburgh,YSU,YSU,-,-,275,4.73,256,7.70,33.28,2.97,11.2,0.23,0.00,0.00,0.0,0.00
Chuck Montgomery,Marshall,OhioSt,Marsh,-,-,276,4.70,273,7.40,32.21,2.70,11.9,0.25,0.00,0.00,0.0,0.00
Frank Covey IV,Northwestern,Wash,NW,-,-,277,4.67,246,7.84,36.09,3.18,11.3,0.18,0.00,0.00,0.0,0.00
Andre Greene,Virginia,CoastC,UVa,-,-,278,4.66,261,7.61,36.72,2.95,12.4,0.16,0.00,0.00,0.0,0.00
Melquan Stovall,Arizona State,TxTch,AriSt,-,-,279,4.66,272,7.42,34.22,2.76,12.4,0.17,2.07,0.34,6.1,0.00
Cortez Braham,Nevada,EastWa,EastWa,-,-,280,4.65,283,7.19,32.14,2.54,12.7,0.24,0.08,0.08,1.0,0.00
Rawson MacNeill,Rice,Army,Rice,-,-,281,4.63,262,7.58,35.63,2.95,12.1,0.18,0.00,0.00,0.0,0.00
Myles Butler,Middle Tenn. St,Duke,Duke,-,-,282,4.60,297,6.81,30.64,2.21,13.9,0.26,0.00,0.00,0.0,0.00
Brett Buckman,UConn,FlaAtl,FlaAtl,-,-,283,4.59,249,7.83,35.76,3.24,11.0,0.16,0.41,0.16,2.6,0.00
CJ Smith,Purdue,OreSt,Purdue,-,-,284,4.59,291,7.03,33.09,2.45,13.5,0.21,0.00,0.00,0.0,0.00
Willie McCoy,UTSA,HouChr,HouChr,-,-,285,4.55,284,7.15,28.37,2.60,10.9,0.28,0.37,0.28,1.3,0.00
Sterling Galban,Massachusetts,CentCt,CentCt,-,-,286,4.54,276,7.35,31.33,2.81,11.1,0.23,0.00,0.00,0.0,0.00
Zae Baines,Temple,UtahSt,UtahSt,-,-,287,4.52,254,7.72,40.40,3.20,12.6,0.08,0.00,0.00,0.0,0.00
Donovan Ollie,Colorado State,UTEP,UTEP,-,-,288,4.51,277,7.33,35.40,2.82,12.6,0.16,0.00,0.00,0.0,0.00
Alex Perry,Hawaii,UNI,UNI,-,-,289,4.51,281,7.21,30.79,2.70,11.4,0.24,0.00,0.00,0.0,0.00
RJ Garcia,Bowling Green,TexA&M,BGSU,-,-,290,4.49,278,7.31,34.35,2.82,12.2,0.16,0.89,0.24,3.7,0.00
Braylen Walker,Rice,Army,Rice,-,-,291,4.49,319,6.37,28.03,1.88,14.9,0.28,0.00,0.00,0.0,0.00
Devin Boddie,Wyoming,NorTx,Wyo,-,-,292,4.48,274,7.39,32.64,2.91,11.2,0.18,1.27,0.27,4.7,0.00
Malcolm Johnson,Bowling Green,TexA&M,BGSU,-,-,293,4.45,287,7.08,34.07,2.63,13.0,0.17,0.25,0.08,3.1,0.00
Landon Parker,Troy,FlaA&M,FlaA&M,-,-,294,4.44,310,6.53,28.00,2.09,13.4,0.27,0.00,0.00,0.0,0.00
Skyler Bell,UConn,FlaAtl,FlaAtl,-,-,295,4.43,290,7.06,27.91,2.64,10.6,0.27,0.00,0.00,0.0,0.00
Josiah Freeman,Fresno State,NM,Fres,-,-,296,4.43,303,6.69,28.61,2.26,12.7,0.26,0.00,0.00,0.0,0.00
Donovan Faupel,New Mexico State,SamHou,NMSt,-,-,297,4.39,311,6.51,25.10,2.12,11.8,0.31,0.00,0.00,0.0,0.00
Robert Lewis,Auburn,Ark,Ark,-,-,298,4.38,295,6.94,29.58,2.57,11.5,0.23,0.60,0.08,7.5,0.00
Jake Smith,Arizona State,TxTch,AriSt,-,-,299,4.34,289,7.07,29.30,2.73,10.7,0.23,0.00,0.00,0.0,0.00
Titus Mokiao-Atimalala,UCLA,LSU,UCLA,-,-,300,4.33,313,6.49,28.25,2.17,13.0,0.25,0.00,0.00,0.0,0.00
Reagan Ealy,Arkansas State,IaSt,ArkSt,-,-,301,4.29,315,6.43,31.72,2.14,14.8,0.19,0.00,0.00,0.0,0.00
Jacob Bernard,Louisiana-Lafayette,Tulane,Tulane,-,-,302,4.28,275,7.37,38.26,3.09,12.4,0.08,0.00,0.00,0.0,0.00
Brionne Penny,James Madison,UNC,JMU,-,-,303,4.26,296,6.82,32.43,2.55,12.7,0.17,0.00,0.00,0.0,0.00
Chris Parker,Central Michigan,BallSt,BallSt,-,-,304,4.24,330,6.20,27.76,1.96,14.2,0.24,0.00,0.00,0.0,0.00
Gamarion Carter,Middle Tenn. St,Duke,Duke,-,-,305,4.20,325,6.29,31.09,2.09,14.9,0.18,0.00,0.18,0.0,0.00
Trell Harris,Virginia,CoastC,UVa,-,-,306,4.20,312,6.50,31.83,2.30,13.8,0.17,0.00,0.00,0.0,0.00
TreyShun Hurry,San Jose State,WashSt,SJSU,-,-,307,4.20,293,6.96,31.64,2.76,11.5,0.17,0.00,0.00,0.0,0.00
Jordan Mosley,Mississippi State,Fla,Fla,-,-,308,4.20,318,6.38,29.91,2.18,13.7,0.18,1.18,0.27,4.4,0.00
Larry Simmons,Southern Miss,JacSt,SouMis,-,-,309,4.20,308,6.58,28.15,2.38,11.8,0.23,0.00,0.00,0.0,0.00
Nazeviah Burris,Florida International,Monm,Monm,-,-,310,4.18,322,6.34,32.16,2.16,14.9,0.16,0.00,0.00,0.0,0.00
Tony Johnson,Cincinnati,Hou,Hou,-,-,311,4.18,323,6.31,30.13,2.13,14.1,0.18,0.98,0.09,10.9,0.00
Raphael Williams,Pittsburgh,YSU,YSU,-,-,312,4.18,302,6.70,26.17,2.52,10.4,0.26,0.00,0.00,0.0,0.00
Jasaiah Gathings,UConn,FlaAtl,FlaAtl,-,-,313,4.17,265,7.51,36.51,3.34,10.9,0.09,0.00,0.00,0.0,0.00
Adam Jones,Arkansas State,IaSt,ArkSt,-,-,314,4.17,342,6.00,31.67,1.83,17.3,0.17,0.00,0.00,0.0,0.00
Jayden Thomas,Notre Dame,Mia-O,Mia-O,-,-,315,4.13,336,6.07,29.03,1.94,15.0,0.19,0.68,0.10,6.8,0.00
Gage Larvadain,South Carolina,Akron,Akron,-,-,316,4.09,320,6.36,29.27,2.27,12.9,0.18,0.73,0.18,4.1,0.00
Justin Bowick,Ball State,CentMi,BallSt,-,-,317,4.08,309,6.58,25.83,2.50,10.3,0.25,0.00,0.00,0.0,0.00
Jayden McGowan,Boston College,MSU,MSU,-,-,318,4.07,292,7.02,33.30,2.95,11.3,0.09,2.05,0.45,4.6,0.00
Nick Marsh,Michigan State,BC,MSU,-,-,319,4.05,356,5.66,26.12,1.61,16.2,0.22,1.17,0.22,5.3,0.00
Seth Anderson,Iowa,Minn,Iowa,-,-,320,4.03,327,6.25,29.92,2.21,13.5,0.16,0.57,0.08,7.1,0.00
Keagan Johnson,Kansas State,BYU,KanSt,-,-,321,4.02,326,6.26,23.84,2.24,10.6,0.24,2.00,0.56,3.6,0.00
Anthony Smith,East Carolina,Lib,ECU,-,-,322,4.02,334,6.10,30.17,2.08,14.5,0.17,0.00,0.00,0.0,0.00
Alex Brown,Wyoming,NorTx,Wyo,-,-,323,4.01,329,6.22,24.77,2.21,11.2,0.26,0.00,0.00,0.0,0.00
Nate McCollum,North Carolina,JMU,JMU,-,-,324,4.00,282,7.20,35.08,3.20,11.0,0.08,0.00,0.00,0.0,0.00
Dalton Stroman,Appalachian State,USA,USA,-,-,325,4.00,370,5.42,25.50,1.42,18.0,0.24,0.32,0.08,4.0,0.00
Romello Brinson,SMU,TCU,TCU,-,-,326,3.96,333,6.12,29.58,2.17,13.6,0.17,0.00,0.00,0.0,0.00
Dalevon Campbell,South Carolina,Akron,Akron,-,-,327,3.96,335,6.09,33.96,2.13,15.9,0.09,0.27,0.09,3.0,0.00
Malik Phillips,Sam Houston,NMSt,NMSt,-,-,328,3.95,300,6.75,33.73,2.80,12.0,0.08,0.68,0.25,2.7,0.00
Trebor Pena,Syracuse,Stan,Stan,-,-,329,3.92,328,6.25,29.17,2.33,12.5,0.17,0.00,0.00,0.0,0.00
Kaden Saunders,Penn State,KentSt,KentSt,-,-,330,3.92,359,5.61,20.23,1.69,12.0,0.31,0.46,0.08,5.8,0.00
Javon Harvey,Duke,MiddTn,Duke,-,-,331,3.89,343,5.98,27.43,2.10,13.1,0.19,0.00,0.00,0.0,0.00
Jordan Smith,New Mexico State,SamHou,NMSt,-,-,332,3.89,314,6.44,28.00,2.55,11.0,0.18,0.00,0.00,0.0,0.00
Isaiah Alston,Iowa State,ArkSt,ArkSt,-,-,333,3.85,351,5.75,26.50,1.90,13.9,0.20,0.00,0.00,0.0,0.00
Stephon Johnson,Houston,Cin,Hou,-,-,334,3.85,332,6.13,26.91,2.27,11.9,0.18,0.73,0.09,8.1,0.00
Dont'e Thornton Jr.,Tennessee,Okla,Tenn,-,-,335,3.85,365,5.49,27.64,1.64,16.9,0.18,0.00,0.00,0.0,0.00
Emmett Mosley,Stanford,Syr,Stan,-,-,336,3.84,340,6.01,27.17,2.17,12.5,0.17,1.25,0.17,7.4,0.00
Kordell David,New Mexico State,SamHou,NMSt,-,-,337,3.82,344,5.94,24.08,2.12,11.4,0.24,0.00,0.00,0.0,0.00
Elijah Spencer,Minnesota,Iowa,Iowa,-,-,338,3.82,353,5.74,23.76,1.92,12.4,0.24,0.00,0.00,0.0,0.00
Dane Pardridge,Northern Illinois,Buff,Buff,-,-,339,3.81,341,6.00,26.67,2.19,12.2,0.19,0.00,0.00,0.0,0.00
Jimmy Horn,Colorado,Baylor,Baylor,-,-,340,3.77,321,6.34,25.81,2.57,10.0,0.19,0.48,0.10,4.8,0.00
Marshaun Brown,Nevada,EastWa,EastWa,-,-,341,3.76,347,5.80,27.84,2.04,13.6,0.16,0.00,0.00,0.0,0.00
John Adams,Temple,UtahSt,UtahSt,-,-,342,3.74,345,5.88,21.42,2.13,10.1,0.27,0.00,0.00,0.0,0.00
Darius Copeland,Liberty,ECU,ECU,-,-,343,3.73,393,4.93,14.90,1.20,12.4,0.10,10.40,2.30,4.5,0.10
Jadon Jackson,Kansas State,BYU,KanSt,-,-,344,3.73,368,5.43,22.90,1.70,13.5,0.20,2.40,0.40,6.0,0.00
Malikhi Miller,San Jose State,WashSt,SJSU,-,-,345,3.71,307,6.58,31.57,2.87,11.0,0.09,0.00,0.00,0.0,0.00
Mookie Cooper,Missouri,Vandy,Vandy,-,-,346,3.70,306,6.63,36.71,2.93,12.5,0.00,0.27,0.09,3.0,0.00
Malik Elzy,Illinois,Neb,Ill,-,-,347,3.70,360,5.60,25.52,1.90,13.4,0.19,0.00,0.00,0.0,0.00
Octavian Smith,Maryland,Vill,Vill,-,-,348,3.69,316,6.39,27.06,2.70,10.0,0.16,0.32,0.16,2.0,0.00
Rodney Harris,Ohio,Kty,Ohio,-,-,349,3.68,348,5.80,27.02,2.12,12.7,0.16,0.00,0.00,0.0,0.00
Raylen Sharpe,Fresno State,NM,Fres,-,-,350,3.67,363,5.55,23.25,1.88,12.4,0.22,0.00,0.00,0.0,0.00
Troy Omeire,Arizona State,TxTch,AriSt,-,-,351,3.66,362,5.57,21.58,1.92,11.2,0.25,0.00,0.00,0.0,0.00
Eamonn Dennis,Ohio,Kty,Ohio,-,-,352,3.65,337,6.05,25.87,2.40,10.8,0.18,0.00,0.00,0.0,0.00
Javon Campbell,Louisiana-Monroe,Tex,UL-Mon,-,-,353,3.64,357,5.64,24.95,2.00,12.5,0.19,0.00,0.00,0.0,0.00
Kenny Johnson,Pittsburgh,YSU,YSU,-,-,354,3.62,346,5.88,25.74,2.26,11.4,0.17,0.00,0.00,0.0,0.00
Dymere Miller,Rutgers,VaTech,Rut,-,-,355,3.61,349,5.80,27.02,2.19,12.3,0.15,0.00,0.00,0.0,0.00
Jeremiah Webb,South Alabama,App,USA,-,-,356,3.61,382,5.15,25.18,1.55,16.2,0.18,0.00,0.00,0.0,0.00
JoJo Earle,TCU,SMU,TCU,-,-,357,3.57,380,5.16,24.00,1.59,15.1,0.18,1.15,0.26,4.4,0.00
Silas Bolden,Texas,UL-Mon,UL-Mon,-,-,358,3.56,366,5.47,24.27,1.91,12.7,0.18,0.45,0.09,5.0,0.00
Michael Brown-Stephens,South Florida,Mia-Fl,Mia-Fl,-,-,359,3.56,361,5.60,25.36,2.04,12.4,0.17,0.00,0.00,0.0,0.00
Kyle Maxwell,Washington State,SJSU,SJSU,-,-,360,3.56,379,5.17,25.56,1.61,15.9,0.17,0.00,0.00,0.0,0.00
Sahmir Hagans,Duke,MiddTn,Duke,-,-,361,3.55,338,6.04,26.42,2.49,10.6,0.15,0.00,0.00,0.0,0.00
Ife Adeyi,Sam Houston,NMSt,NMSt,-,-,362,3.54,354,5.73,29.71,2.19,13.6,0.10,0.00,0.00,0.0,0.00
Shadeed Ahmed,Louisiana Tech,Tulsa,Tulsa,-,-,363,3.54,358,5.63,23.83,2.09,11.4,0.17,1.13,0.61,1.9,0.00
Marcus Bellon,Nevada,EastWa,EastWa,-,-,364,3.54,331,6.16,30.16,2.62,11.5,0.08,0.33,0.08,4.1,0.00
Solomon Davis,Central Michigan,BallSt,BallSt,-,-,365,3.54,350,5.75,25.19,2.21,11.4,0.17,0.00,0.00,0.0,0.00
Javon Ivory,South Alabama,App,USA,-,-,366,3.54,339,6.04,29.81,2.50,11.9,0.09,0.00,0.00,0.0,0.00
Koali Nishigaya,Hawaii,UNI,UNI,-,-,367,3.53,298,6.78,30.33,3.25,9.3,0.08,0.00,0.00,0.0,0.00
Jonah Panoke,Hawaii,UNI,UNI,-,-,368,3.53,324,6.30,26.08,2.77,9.4,0.15,0.00,0.00,0.0,0.00
Oran Singleton,Eastern Michigan,StF-Pa,StF-Pa,-,-,369,3.48,355,5.66,23.91,2.18,11.0,0.18,0.00,0.00,0.0,0.00
Davis Dalton,Southern Miss,JacSt,SouMis,-,-,370,3.47,377,5.21,20.53,1.74,11.8,0.24,0.00,0.00,0.0,0.00
Mikey Matthews,California,FlaSt,Cal,-,-,371,3.47,301,6.72,29.33,3.25,9.0,0.08,0.33,0.08,4.1,0.00
Zavion Thomas,LSU,UCLA,UCLA,-,-,372,3.47,373,5.30,24.67,1.83,13.5,0.17,0.00,0.00,0.0,0.00
TJ Sheffield,UConn,FlaAtl,FlaAtl,-,-,373,3.46,352,5.74,23.73,2.27,10.5,0.18,0.00,0.00,0.0,0.00
Trent Hudson,Mississippi State,Fla,Fla,-,-,374,3.38,387,5.03,24.45,1.65,14.8,0.15,0.30,0.08,3.8,0.00
Senika McKie,Coastal Carolina,UVa,UVa,-,-,375,3.37,371,5.41,28.82,2.04,14.1,0.08,0.00,0.00,0.0,0.00
Bryce Farrell,Stanford,Syr,Stan,-,-,376,3.35,369,5.43,19.85,2.08,9.5,0.08,4.46,1.38,3.2,0.08
Kamryn Perry,Miami (OH),ND,Mia-O,-,-,377,3.34,392,4.96,22.86,1.62,14.1,0.16,0.81,0.24,3.4,0.00
Jay Jay Etheridge,Kent,PSU,KentSt,-,-,378,3.29,372,5.38,22.00,2.09,10.5,0.18,0.00,0.00,0.0,0.00
Marcus Sanders,Georgia Southern,Miss,GaSo,-,-,379,3.28,389,4.98,23.62,1.69,14.0,0.15,0.00,0.00,0.0,0.00
Kyron Hudson,USC,Mich,USC,-,-,380,3.27,385,5.07,20.70,1.80,11.5,0.20,0.00,0.00,0.0,0.00
Kobie Campbell,Rice,Army,Rice,-,-,381,3.25,395,4.83,22.50,1.58,14.2,0.17,0.00,0.00,0.0,0.00
Moussa Barry,Western Kentucky,Toledo,Toledo,-,-,382,3.20,391,4.97,22.77,1.77,12.9,0.15,0.00,0.00,0.0,0.00
Preston Fox,West Virginia,Kansas,Kansas,-,-,383,3.20,390,4.98,25.78,1.78,14.5,0.09,0.56,0.19,2.9,0.00
Isaiah Sategna,Arkansas,Auburn,Ark,-,-,384,3.20,388,5.00,20.49,1.80,11.4,0.17,1.20,0.17,7.1,0.00
Christian Leary,Georgia Tech,Lou,GaTech,-,-,385,3.19,384,5.07,21.26,1.89,11.2,0.17,0.34,0.17,2.0,0.00
Zeed Haynes,Syracuse,Stan,Stan,-,-,386,3.18,403,4.64,22.05,1.46,15.1,0.16,0.00,0.00,0.0,0.00
